domain	tier	tier_name	control_axis	physical_path	rationale	review_status
carbon-monoxide-alarm-combustion-appliance-safety-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/carbon-monoxide-alarm-combustion-appliance-safety-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
cardiac-arrest-cpr-defibrillation-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/cardiac-arrest-cpr-defibrillation-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
cardiac-arrhythmia-syncope-decompensation-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/cardiac-arrhythmia-syncope-decompensation-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
cardiorespiratory-fitness-vo2max-aerobic-capacity-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/cardiorespiratory-fitness-vo2max-aerobic-capacity-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
cardiovascular-resilience	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/cardiovascular-resilience	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
care-transitions-discharge-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/care-transitions-discharge-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
caregiver-health-burnout-screening-support-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/caregiver-health-burnout-screening-support-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
caregiver-training-skills-safety-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/caregiver-training-skills-safety-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
caregiving-long-term-care	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/caregiving-long-term-care	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
cataract-vision-restoration-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/cataract-vision-restoration-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
catastrophe-wind-wildfire-earthquake-insurance-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/catastrophe-wind-wildfire-earthquake-insurance-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
catheter-associated-uti-device-infection-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/catheter-associated-uti-device-infection-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
causal-inference-target-trial-emulation	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/causal-inference-target-trial-emulation	主要把科学、医疗、数据、制度或技术从潜在能力转成真实可用路径。	heuristic-v0.1
cellular-reprogramming	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/cellular-reprogramming	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
cellular-senescence-clearance	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/cellular-senescence-clearance	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
cemetery-memorial-remains-location-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/cemetery-memorial-remains-location-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
cerebrovascular-stroke-brain-perfusion-resilience	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/cerebrovascular-stroke-brain-perfusion-resilience	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
cervical-cancer-hpv-prevention-screening-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/cervical-cancer-hpv-prevention-screening-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
charity-care-financial-assistance-medical-debt-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/charity-care-financial-assistance-medical-debt-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
chemical-release-shelter-evacuation-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/chemical-release-shelter-evacuation-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
chemical-safety-poison-control-toxicology	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/chemical-safety-poison-control-toxicology	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
child-care-availability-affordability-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/child-care-availability-affordability-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
child-care-licensing-health-safety-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/child-care-licensing-health-safety-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
child-care-subsidy-ccdf-payment-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/child-care-subsidy-ccdf-payment-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
child-passenger-safety-car-seat-restraint-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/child-passenger-safety-car-seat-restraint-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
child-protection-family-safety	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/child-protection-family-safety	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
child-stealth-advertising-influencer-marketing-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/child-stealth-advertising-influencer-marketing-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
childcare-family-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/childcare-family-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
childhood-cancer-treatment-survivorship-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/childhood-cancer-treatment-survivorship-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
childhood-immunization-schedule-record-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/childhood-immunization-schedule-record-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
children-teen-data-privacy-consent-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/children-teen-data-privacy-consent-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
children-youth-special-health-care-needs-care-coordination-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/children-youth-special-health-care-needs-care-coordination-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
chip-design-eda-verification-ip-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/chip-design-eda-verification-ip-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
choking-foreign-body-airway-risk-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/choking-foreign-body-airway-risk-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
chronic-condition-emergency-action-plan-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/chronic-condition-emergency-action-plan-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
chronic-infectious-disease-care-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/chronic-infectious-disease-care-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
chronic-insomnia-cbti-access-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/chronic-insomnia-cbti-access-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
chronic-kidney-disease-screening-progression-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/chronic-kidney-disease-screening-progression-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
